Alive precision,AliveDate,Alternate Link,Alternate_ID,Alternate_name,BirthDate,BornPrecision,DeathDate,DeathPrecision,FullTextPageNum,Index Category 1,LifeLength,LifeLength Precision,LineNumber,NameInIndex,NameOnChart,On Chart: Line #,OnChartCategory,Region_final,Section starting Line,Sex or gender V2,UO_ID,Watkins_ID,WikiLink,WikiLink in MM10?,aproxBirthDate,aproxDeathDate,case,continent,country,discrepancy
fl.,-436.0,,,,,,,,83.0,J,,,99.0,Malachi,Malachi,1.0,Divines and Metaphysicians &cc,0,98.0,male,1468.0,,https://en.wikipedia.org/wiki/Malachi,https://en.wikipedia.org/wiki/Malachi,-459.0,-413.0,"case3
",0,0,
,,,,,,,1715.0,d.,83.0,Mor,77.0,,103.0,Malbranche,Malebranche,5.0,Divines and Metaphysicians &cc,France,98.0,male,1469.0,,https://en.wikipedia.org/wiki/Nicolas_Malebranche,https://en.wikipedia.org/wiki/Nicolas_Malebranche,1638.0,1715.0,case1,Europe,France,
fl.,494.0,,,,,,,,83.0,Cr,,,34.0,Malchus,Malchus,12.0,Orators and Critics &cc,Turky in Asia,22.0,male,1470.0,,https://en.wikipedia.org/wiki/Malchus_(historian),https://en.wikipedia.org/wiki/Malchus_(historian),471.0,517.0,"case3
",Asia,Syria,
,,,,,,,958.0,d.,83.0,,,,152.0,Malcolm 1st,Malcolm 1st,26.0,Statesmen and Warriors,0,126.0,male,1471.0,,https://en.wikipedia.org/wiki/Malcolm_I_of_Scotland,https://en.wikipedia.org/wiki/Malcolm_I_of_Scotland,913.0,958.0,case2,0,0,
,,,,,,,1093.0,d.,83.0,,,,152.0,Malcolm 3rd,Malcolm 3d,26.0,Statesmen and Warriors,Great Britain,126.0,male,1472.0,,https://en.wikipedia.org/wiki/Malcolm_III_of_Scotland,https://en.wikipedia.org/wiki/Malcolm_III_of_Scotland,1048.0,1093.0,case2,Europe,United Kingdom,
,,,,,,,795.0,d.,83.0,Moh,86.0,,101.0,Malek Ebn Ans,Malek Ebn Ans,3.0,Divines and Metaphysicians &cc,Arabia,98.0,male,1473.0,,https://en.wikipedia.org/wiki/Malik_ibn_Anas,https://en.wikipedia.org/wiki/Malik_ibn_Anas,709.0,795.0,case1,Asia,Saudi Arabia,
,,,,,,,1091.0,d.,84.0,,37.0,,129.0,Malek Shah,Malek Shah,3.0,Statesmen and Warriors,Persia,126.0,male,1474.0,,https://en.wikipedia.org/wiki/Malik-Shah_I,missing from MM10,1054.0,1091.0,case1,Asia,Iran,
fl.,600.0,,,,,,,,84.0,H,,,13.0,Malela J.,Malelas,13.0,Historians and Antiquaries Lawyers,Turky in Asia,0.0,male,1475.0,,https://en.wikipedia.org/wiki/John_Malalas,https://en.wikipedia.org/wiki/John_Malalas,577.0,623.0,"case3
",Asia|Europe,Turkey,
,,,,,,,1628.0,d.,84.0,P,76.0,,50.0,Malherbe,Malherbe,8.0,Artists Poets,France,42.0,male,1476.0,,https://en.wikipedia.org/wiki/Fran%C3%A7ois_de_Malherbe,https://en.wikipedia.org/wiki/Fran%C3%A7ois_de_Malherbe,1552.0,1628.0,case1,Europe,France,
,,,,,,,1694.0,d.,84.0,Ph,66.0,,73.0,Malpighi,Malpighi,5.0,Mathematicians &cc Physicians,Italy,68.0,male,1477.0,,https://en.wikipedia.org/wiki/Marcello_Malpighi,https://en.wikipedia.org/wiki/Marcello_Malpighi,1628.0,1694.0,case1,Europe,Italy,
,,,,,,,235.0,d.,84.0,,,,140.0,Mammaea,Mammaea,14.0,Statesmen and Warriors,Turky in Asia,126.0,female,1478.0,6614.0,https://en.wikipedia.org/wiki/Julia_Avita_Mamaea,https://en.wikipedia.org/wiki/Julia_Avita_Mamaea,190.0,235.0,case2,Asia,Syria,
fl.,277.0,,,,,,,,84.0,F,,,103.0,Manes,Manes,5.0,Divines and Metaphysicians &cc,Turky in Asia,98.0,male,1479.0,,https://en.wikipedia.org/wiki/Mani_(prophet),https://en.wikipedia.org/wiki/Mani_(prophet),254.0,300.0,"case3
",Asia|Asia|Africa|Asia,Iraq|Rashidun Caliphates|Parthian Empire,
fl.,-261.0,,,,,,,,84.0,H,,,15.0,Manetho,Manetho,15.0,Historians and Antiquaries Lawyers,Africa,0.0,male,1480.0,,https://en.wikipedia.org/wiki/Manetho,missing from MM10,-284.0,-238.0,"case3
",0,0,
,,,,,,,1266.0,d.,84.0,,,,136.0,Manfred of Naples,Manfred N.,10.0,Statesmen and Warriors,Italy,126.0,male,1481.0,,"https://en.wikipedia.org/wiki/Manfred,_King_of_Sicily","https://en.wikipedia.org/wiki/Manfred,_King_of_Sicily",1221.0,1266.0,case2,Europe,Italy,
fl.,-34.0,,,,,,,,84.0,P,,,45.0,Manilius,Manilius,3.0,Artists Poets,Italy,42.0,male,1482.0,,https://en.wikipedia.org/wiki/Marcus_Manilius,https://en.wikipedia.org/wiki/Marcus_Manilius,-57.0,-11.0,"case3
",0,0,
,,,,,,,-384.0,d.,84.0,,,,151.0,Manlius,Manlius,25.0,Statesmen and Warriors,Italy,126.0,male,1483.0,,https://en.wikipedia.org/wiki/Marcus_Manlius_Capitolinus,https://en.wikipedia.org/wiki/Marcus_Manlius_Capitolinus,-429.0,-384.0,case2,0,0,
,,,,,,,1517.0,d.,83.0,Pa,86.0,,58.0,"Mantegna, Andrea",Mantegna,16.0,Artists Poets,Italy,42.0,male,1485.0,,https://en.wikipedia.org/wiki/Andrea_Mantegna,missing from MM10,1431.0,1517.0,case1,Europe,Italy,
,,,,,,,1516.0,d.,84.0,P,68.0,,44.0,Mantuanus,Mantuan,2.0,Artists Poets,Italy,42.0,male,1486.0,,https://en.wikipedia.org/wiki/Baptista_Mantuanus,https://en.wikipedia.org/wiki/Baptista_Mantuanus,1448.0,1516.0,case1,Europe,Italy,
fl.,1321.0,,,,,,,,84.0,P,,,44.0,Manuel Phile,Manuel P.,2.0,Artists Poets,Turky in Asia,42.0,male,1487.0,,https://en.wikipedia.org/wiki/Manuel_Philes,https://en.wikipedia.org/wiki/Manuel_Philes,1298.0,1344.0,"case3
",Asia|Europe,Turkey,
,,,,,,,1513.0,d.,84.0,Cr,,,32.0,Manutius Aldus,A. Manutius,10.0,Orators and Critics &cc,Italy,22.0,male,1488.0,,https://en.wikipedia.org/wiki/Aldus_Manutius,https://en.wikipedia.org/wiki/Aldus_Manutius,1468.0,1513.0,case2,Europe,Italy,
,,,,,,,1574.0,d.,84.0,Cr,62.0,,30.0,Manutius Paulpus,P. Manutius,8.0,Orators and Critics &cc,Italy,22.0,male,1489.0,,https://en.wikipedia.org/wiki/Paulus_Manutius,https://en.wikipedia.org/wiki/Paulus_Manutius,1512.0,1574.0,case1,Europe,Italy,
fl.,536.0,,,,,,,,84.0,Cr,,,31.0,Marcellinus,Marcellinus,9.0,Orators and Critics &cc,0,22.0,male,1490.0,,https://en.wikipedia.org/wiki/Marcellinus_(writer),https://en.wikipedia.org/wiki/Marcellinus_(writer),513.0,559.0,"case3
",0,0,
fl.,450.0,,,,,,,,85.0,P,,,49.0,Marcellus,Marullus,7.0,Artists Poets,France,42.0,male,1491.0,6759.0,No Wiki Available,,427.0,473.0,"case3
",0,0,
fl.,390.0,,,,,,,,84.0,Ph,,,75.0,Marcellus,Marcellus,7.0,Mathematicians &cc Physicians,Italy,68.0,male,1492.0,,https://en.wikipedia.org/wiki/Marcellus_Empiricus,,367.0,413.0,"case3
",Europe,France,
fl.,150.0,,,,,,,,84.0,P,,,44.0,Marcellus,M. Sidetes,2.0,Artists Poets,Italy,42.0,male,1493.0,6663.0,https://en.wikipedia.org/wiki/Marcellus_of_Side,,127.0,173.0,"case3
",0,0,
,,,7,"Marcellus, Marcus Claudius",,,-208.0,d.,84.0,,,,145.0,Marcellus,Marcellus,19.0,Statesmen and Warriors,0,126.0,male,1494.0,,https://en.wikipedia.org/wiki/Marcus_Claudius_Marcellus,https://en.wikipedia.org/wiki/Marcus_Claudius_Marcellus,-253.0,-208.0,case2,Europe,Italy,
,,,,,,,1499.0,d.,85.0,Cr,,,23.0,Marcellus M,M. Marullus,1.0,Orators and Critics &cc, ,22.0,male,1496.0,,https://en.wikipedia.org/wiki/Michael_Tarchaniota_Marullus,https://en.wikipedia.org/wiki/Michael_Tarchaniota_Marullus,1454.0,1499.0,case2,Europe|Europe|Asia|Asia|Europe|Africa,Byzantine Empire|Latin Empire|Ottoman Empire,
fl.,180.0,,,,,,,,84.0,Cr,,,40.0,Marcellus Nonius,N. Marcellus,18.0,Orators and Critics &cc,Africa,22.0,male,1497.0,,https://en.wikipedia.org/wiki/Nonius_Marcellus,https://en.wikipedia.org/wiki/Nonius_Marcellus,157.0,203.0,"case3
",Africa,Algeria,
fl. ab.,370.0,,,,,,,,84.0,H,,,10.0,Marcianus Heracleotes,Marcianus,10.0,Historians and Antiquaries Lawyers,Turky in Asia,0.0,male,1498.0,,https://en.wikipedia.org/wiki/Marcian_of_Heraclea,https://en.wikipedia.org/wiki/Marcian_of_Heraclea,347.0,393.0,case13,Asia|Europe,Turkey,
fl.,134.0,,,,,,,,84.0,F,,,104.0,Marcion,Marcion,6.0,Divines and Metaphysicians &cc, ,98.0,male,1499.0,,https://en.wikipedia.org/wiki/Marcion_of_Sinope,https://en.wikipedia.org/wiki/Marcion_of_Sinope,111.0,157.0,"case3
",Asia|Europe,Turkey,
fl.,668.0,,,,,,,,84.0,M,,,4.0,Marculfus,Marculfus,4.0,Historians and Antiquaries Lawyers,France,0.0,male,1500.0,,https://it.wikipedia.org/wiki/Marcolfo,https://it.wikipedia.org/wiki/Marcolfo,645.0,691.0,"case3
",0,0,Cat
,,,,,,,-439.0,d.,84.0,,,,129.0,Mardonius,Mardonius,3.0,Statesmen and Warriors,Turky in Asia,126.0,male,1501.0,,https://en.wikipedia.org/wiki/Mardonius_(general),missing from MM10,-484.0,-439.0,case2,0,0,
,,,,Margaret,,,1412.0,d.,84.0,,58.0,,134.0,Margaret,Margaret,8.0,Statesmen and Warriors,Northern Crowns,126.0,female,1502.0,6679.0,https://en.wikipedia.org/wiki/Margaret_I_of_Denmark,https://en.wikipedia.org/wiki/Margaret_I_of_Denmark,1354.0,1412.0,case1,Europe|North America,Denmark,
,,,,Margaret of Anjou,,,1482.0,d.,84.0,,,,150.0,Margaret of Anjou,Margaret,24.0,Statesmen and Warriors,France,126.0,female,1503.0,6680.0,https://en.wikipedia.org/wiki/Margaret_of_Anjou,https://en.wikipedia.org/wiki/Margaret_of_Anjou,1437.0,1482.0,case2,Europe,France,
fl.,1270.0,,,,,,,,84.0,Pa,,,59.0,Margaritone,Margaritone,17.0,Artists Poets,Italy,42.0,male,1504.0,,https://en.wikipedia.org/wiki/Margaritone_d%27Arezzo,https://en.wikipedia.org/wiki/Margaritone_d%27Arezzo,1247.0,1293.0,"case3
",Europe,Italy,
,,,,,,,1624.0,d.,84.0,H,87.0,,14.0,Mariana,,14.0,Historians and Antiquaries Lawyers,Spain,0.0,male,1505.0,,https://en.wikipedia.org/wiki/Juan_de_Mariana,https://en.wikipedia.org/wiki/Juan_de_Mariana,1537.0,1624.0,case1,Europe,Spain,
,,,,,,,1086.0,d.,84.0,H,,,10.0,Marianus Scotus,Marianus Sc:,10.0,Historians and Antiquaries Lawyers,Great Britain,0.0,male,1506.0,,https://en.wikipedia.org/wiki/Marianus_Scotus,https://en.wikipedia.org/wiki/Marianus_Scotus,1041.0,1086.0,case2,Europe,Ireland,
fl.,500.0,,,,,,,,84.0,HP,,,120.0,Marinus Neapolitanus,Marinus,22.0,Divines and Metaphysicians &cc,Turky in Asia,98.0,male,1507.0,,https://en.wikipedia.org/wiki/Marinus_of_Neapolis,https://en.wikipedia.org/wiki/Marinus_of_Neapolis,477.0,523.0,"case3
",Asia,State of Palestine,
,,,,,,,-86.0,d.,84.0,,70.0,,147.0,Marius,Marius,21.0,Statesmen and Warriors,Italy,126.0,male,1508.0,,https://en.wikipedia.org/wiki/Gaius_Marius,https://en.wikipedia.org/wiki/Gaius_Marius,-156.0,-86.0,case1,Europe,Italy,
,,,,,,,1722.0,d.,84.0,,73.0,,140.0,Marlborough,Marlborough,14.0,Statesmen and Warriors,Great Britain,126.0,male,1509.0,,"https://en.wikipedia.org/wiki/John_Churchill,_1st_Duke_of_Marlborough","https://en.wikipedia.org/wiki/John_Churchill,_1st_Duke_of_Marlborough",1649.0,1722.0,case1,Europe,United Kingdom,
,,,,,,,1544.0,d.,84.0,P,60.0,,53.0,Marot,Marot,11.0,Artists Poets,France,42.0,male,1510.0,,https://en.wikipedia.org/wiki/Cl%C3%A9ment_Marot,https://en.wikipedia.org/wiki/Cl%C3%A9ment_Marot,1484.0,1544.0,case1,Europe,France,
,,,,,,,1685.0,d.,85.0,Ch,83.0,,11.0,Marsham,Marsham,11.0,Historians and Antiquaries Lawyers,Great Britain,0.0,male,1511.0,,"https://en.wikipedia.org/wiki/Sir_John_Marsham,_1st_Baronet","https://en.wikipedia.org/wiki/Sir_John_Marsham,_1st_Baronet",1602.0,1685.0,case1,Europe,United Kingdom,
,,,,,,,104.0,d.,85.0,P,75.0,,51.0,Martial,Martial,9.0,Artists Poets,Spain,42.0,male,1512.0,,https://en.wikipedia.org/wiki/Martial,missing from MM10,29.0,104.0,case1,Europe,Spain,
,,,,,,,402.0,d. ab.,85.0,F,,,125.0,Martin St.,St. Martin,27.0,Divines and Metaphysicians &cc,Germany,98.0,male,1513.0,,https://en.wikipedia.org/wiki/Martin_of_Tours,https://en.wikipedia.org/wiki/Martin_of_Tours,357.0,402.0,case2,Europe,Hungary,
,,,,Mary,,,1587.0,d.,85.0,,45.0,,153.0,Mary of Scots,Mary Sc.,27.0,Statesmen and Warriors,Great Britain,126.0,female,1514.0,6763.0,"https://en.wikipedia.org/wiki/Mary,_Queen_of_Scots","https://en.wikipedia.org/wiki/Mary,_Queen_of_Scots",1542.0,1587.0,case1,Europe,United Kingdom,
,,,,,,,1443.0,d.,85.0,Pa,22.0,,66.0,Masaccio,Masaccio,24.0,Artists Poets,Italy,42.0,male,1515.0,,https://en.wikipedia.org/wiki/Masaccio,missing from MM10,1421.0,1443.0,case1,Europe,Italy,
,,,,,,,-149.0,d. ab.,85.0,,97.0,,151.0,Massinissa,Massinissa,25.0,Statesmen and Warriors,Africa,126.0,male,1518.0,,https://en.wikipedia.org/wiki/Masinissa,https://en.wikipedia.org/wiki/Masinissa,52.0,149.0,case6,0,0,
fl.,25.0,,,,,,,,85.0,L,,,2.0,Masurius Sabinus,M. Sabinus,2.0,Historians and Antiquaries Lawyers,Italy,0.0,male,1519.0,,https://en.wikipedia.org/wiki/Masurius_Sabinus,https://en.wikipedia.org/wiki/Masurius_Sabinus,2.0,48.0,"case3
",0,0,
,,,,,,,187.0,d.,85.0,,,,138.0,Maternus,Maternus,12.0,Statesmen and Warriors,0,126.0,unsure,1520.0,,https://en.wikipedia.org/wiki/Maternus_(rebel),0,142.0,187.0,case2,0,0,
fl.,1378.0,,,,,,,,85.0,H,,,18.0,Mathew of Westminster,Mat: West:,18.0,Historians and Antiquaries Lawyers,0,0.0,male,1521.0,,https://en.wikipedia.org/wiki/Matthew_of_Westminster,https://en.wikipedia.org/wiki/Matthew_of_Westminster,1355.0,1401.0,"case3
",0,0,1800 People
,,,,Matilda or Maud,,,1167.0,d.,85.0,,67.0,,151.0,Matilda,Matilda,25.0,Statesmen and Warriors,Great Britain,126.0,female,1522.0,6805.0,https://en.wikipedia.org/wiki/Empress_Matilda,https://en.wikipedia.org/wiki/Empress_Matilda,1100.0,1167.0,case1,Europe,United Kingdom,
fl.,1297.0,,,,,,,,85.0,Ph,,,74.0,Matthaeus Sylvaticus,Matthaeus S.,6.0,Mathematicians &cc Physicians,Italy,68.0,male,1523.0,,https://en.wikipedia.org/wiki/Matthaeus_Silvaticus,https://en.wikipedia.org/wiki/Matthaeus_Silvaticus,1274.0,1320.0,"case3
",Europe,Italy,
fl.,1200.0,,,,,,,,85.0,P,,,49.0,Matthaeus Vindocinensis,Matthaeus V.,7.0,Artists Poets,France,42.0,male,1524.0,,https://en.wikipedia.org/wiki/Matthew_of_Vend%C3%B4me,https://en.wikipedia.org/wiki/Matthew_of_Vend%C3%B4me,1177.0,1223.0,"case3
",0,0,
,,,,,,,1372.0,d.,85.0,Trav,,,14.0,Maundeville,Maundeville,14.0,Historians and Antiquaries Lawyers,Great Britain,0.0,male,1525.0,,https://en.wikipedia.org/wiki/John_Mandeville,https://en.wikipedia.org/wiki/John_Mandeville,1327.0,1372.0,case2,Europe,United Kingdom,
,,,,,,,1762.0,d.,85.0,M,,,80.0,Maupertuis,Mauperluis,12.0,Mathematicians &cc Physicians,France,68.0,male,1526.0,,https://en.wikipedia.org/wiki/Pierre_Louis_Maupertuis,https://en.wikipedia.org/wiki/Pierre_Louis_Maupertuis,1717.0,1762.0,case2,Europe,France,
,,,,,,,1625.0,d.,85.0,,,,132.0,Maurice of Nassau,Maurice N.,6.0,Statesmen and Warriors,Germany,126.0,male,1527.0,,"https://en.wikipedia.org/wiki/Maurice,_Prince_of_Orange","https://en.wikipedia.org/wiki/Maurice,_Prince_of_Orange",1580.0,1625.0,case2,Europe,Germany,
,,,,,,,602.0,d.,85.0,,60.0,,140.0,Mauritius,Mauritius,14.0,Statesmen and Warriors,Turky in Asia,126.0,male,1528.0,,https://en.wikipedia.org/wiki/Maurice_(emperor),https://en.wikipedia.org/wiki/Maurice_(emperor),542.0,602.0,case1,0,0,
fl.,1400.0,,,,,,,,85.0,M,,,95.0,"Maurolycus, Francis",Maurolycus,27.0,Mathematicians &cc Physicians, ,68.0,male,1529.0,,https://en.wikipedia.org/wiki/Francesco_Maurolico,https://en.wikipedia.org/wiki/Francesco_Maurolico,1377.0,1423.0,"case3
",Europe,Italy,YearCh
,,,,,,,313.0,d.,85.0,,,,140.0,Maxentius,Maxentius,14.0,Statesmen and Warriors,Italy,126.0,male,1530.0,,https://en.wikipedia.org/wiki/Maxentius,missing from MM10,268.0,313.0,case2,0,0,
,,,,,,,313.0,d.,85.0,,,,132.0,Maximian,Maximian,6.0,Statesmen and Warriors,Germany,126.0,male,1531.0,,https://en.wikipedia.org/wiki/Maximian,missing from MM10,268.0,313.0,case2,Europe,Serbia,
,,,,,,,236.0,d.,85.0,,,,135.0,Maximinus,Maximin,9.0,Statesmen and Warriors,Turky in Europe,126.0,male,1532.0,,https://en.wikipedia.org/wiki/Maximinus_Thrax,https://en.wikipedia.org/wiki/Maximinus_Thrax,191.0,236.0,case2,Europe|Europe|Asia|Europe,Bulgaria|Greece|Turkey,
fl.,330.0,,,,,,,,85.0,HP,,,124.0,Maximus,Maximus,26.0,Divines and Metaphysicians &cc,Turky in Asia,98.0,male,1533.0,,https://en.wikipedia.org/wiki/Maximus_of_Ephesus,https://en.wikipedia.org/wiki/Maximus_of_Ephesus,307.0,353.0,"case3
",Asia|Europe,Turkey,
,,,,,,,662.0,d.,85.0,F,82.0,,107.0,Maximus Confessor,Maximus Con:,9.0,Divines and Metaphysicians &cc,Turky in Asia,98.0,male,1534.0,,https://en.wikipedia.org/wiki/Maximus_the_Confessor,https://en.wikipedia.org/wiki/Maximus_the_Confessor,580.0,662.0,case1,0,0,
,,,,,,,388.0,d.,85.0,,,,150.0,Maximus the Tyrant,Maximus,24.0,Statesmen and Warriors,Italy,126.0,male,1535.0,,https://en.wikipedia.org/wiki/Maximus_of_Hispania,https://en.wikipedia.org/wiki/Maximus_of_Hispania,343.0,388.0,case2,0,0,
,,,,,,,180.0,d. ab.,85.0,HP,,,120.0,Maximus Tyrius,Max: Tyrius,22.0,Divines and Metaphysicians &cc, ,98.0,male,1536.0,,https://en.wikipedia.org/wiki/Maximus_of_Tyre,https://en.wikipedia.org/wiki/Maximus_of_Tyre,135.0,180.0,case2,Asia,Lebanon,
,,,,,,,1661.0,d.,85.0,,59.0,,143.0,Mazarine,Mazarine,17.0,Statesmen and Warriors,Italy,126.0,male,1537.0,,https://en.wikipedia.org/wiki/Cardinal_Mazarin,https://en.wikipedia.org/wiki/Cardinal_Mazarin,1602.0,1661.0,case1,Europe,Italy,
,,,,,,,1754.0,d.,85.0,Ph,81.0,,70.0,Mead,Mead,2.0,Mathematicians &cc Physicians,Great Britain,68.0,male,1538.0,,https://en.wikipedia.org/wiki/Richard_Mead,https://en.wikipedia.org/wiki/Richard_Mead,1673.0,1754.0,case1,Europe,United Kingdom,
,,,,,,,1638.0,d.,85.0,D,52.0,,108.0,"Mede, Joseph",J. Mede,10.0,Divines and Metaphysicians &cc,Great Britain,98.0,male,1539.0,,https://en.wikipedia.org/wiki/Joseph_Mede,https://en.wikipedia.org/wiki/Joseph_Mede,1586.0,1638.0,case1,0,0,
fl.,45.0,,,,,,,,85.0,Geo,,,14.0,Mela Pomponius,Pom: Mela,14.0,Historians and Antiquaries Lawyers,Spain,0.0,male,1540.0,,https://en.wikipedia.org/wiki/Pomponius_Mela,https://en.wikipedia.org/wiki/Pomponius_Mela,22.0,68.0,"case3
",Europe,Spain,
,,,,,,,1560.0,d.,85.0,D,64.0,,106.0,Melancthon,Melancthon,8.0,Divines and Metaphysicians &cc,Germany,98.0,male,1541.0,,https://en.wikipedia.org/wiki/Philip_Melanchthon,https://en.wikipedia.org/wiki/Philip_Melanchthon,1496.0,1560.0,case1,Europe,Germany,
fl.,1308.0,,,,,,,,86.0,,,,133.0,Melchtal,Melchtal,7.0,Statesmen and Warriors,Switzerland,126.0,male,1542.0,,https://en.wikipedia.org/wiki/Arnold_von_Melchtal,https://en.wikipedia.org/wiki/Arnold_von_Melchtal,1285.0,1331.0,"case3
",0,0,
fl.,-443.0,,,,,,,,86.0,HP Eleat,,,105.0,Melissus,Melissus,7.0,Divines and Metaphysicians &cc, ,98.0,male,1544.0,,https://en.wikipedia.org/wiki/Melissus_of_Samos,https://en.wikipedia.org/wiki/Melissus_of_Samos,-466.0,-420.0,"case3
",Europe,Greece,
,,,,,,,-333.0,d.,86.0,,,,148.0,Memnon of Rhodes,Memnon R.,22.0,Statesmen and Warriors,Turky in Europe,126.0,male,1545.0,,https://en.wikipedia.org/wiki/Memnon_of_Rhodes,https://en.wikipedia.org/wiki/Memnon_of_Rhodes,-378.0,-333.0,case2,Europe,Greece,
,,,,,,,-761.0,d.,86.0,,,,141.0,Menahem,Menahem,15.0,Statesmen and Warriors,0,126.0,male,1546.0,,https://en.wikipedia.org/wiki/Menahem,https://en.wikipedia.org/wiki/Menahem,-806.0,-761.0,case2,0,0,
,,,,,,,-293.0,d.,86.0,P,52.0,,51.0,Menander,Menander,9.0,Artists Poets,Turky in Europe,42.0,male,1547.0,,https://en.wikipedia.org/wiki/Menander,missing from MM10,-345.0,-293.0,case1,Europe,Classical Athens,
,,,,,,,-642.0,d.,86.0,,,,138.0,Menasseh,Menassey,12.0,Statesmen and Warriors,Turky in Asia,126.0,male,1548.0,,https://en.wikipedia.org/wiki/Manasseh_of_Judah,https://en.wikipedia.org/wiki/Manasseh_of_Judah,-687.0,-642.0,case2,0,0,
fl.,30.0,,,,,,,,86.0,Ph,,,69.0,Menecrates,Menecrates,1.0,Mathematicians &cc Physicians,0,68.0,male,1550.0,,https://en.wikipedia.org/wiki/Menecrates_of_Tralles,https://en.wikipedia.org/wiki/Menecrates_of_Tralles,7.0,53.0,"case3
",0,0,
,,,,,,,-301.0,d.,86.0,HP Eleack,74.0,,108.0,Menedemus Eretriensis,Menedemus,10.0,Divines and Metaphysicians &cc,Turky in Europe,98.0,male,1551.0,,https://en.wikipedia.org/wiki/Menedemus,https://en.wikipedia.org/wiki/Menedemus,-375.0,-301.0,case1,Europe,Greece,O
fl.,98.0,,8,Menelaus,,,,,86.0,M,,,92.0,Menelaus,Menelaus,24.0,Mathematicians &cc Physicians,Africa,68.0,male,1552.0,,https://en.wikipedia.org/wiki/Menelaus_of_Alexandria,https://en.wikipedia.org/wiki/Menelaus_of_Alexandria,75.0,121.0,"case3
",0,0,
,,,,,,,-162.0,d. af.,86.0,J,,,100.0,Menelaus,Menelaus,2.0,Divines and Metaphysicians &cc,Turky in Asia,98.0,male,1553.0,,https://en.wikipedia.org/wiki/Menelaus_(High_Priest),https://en.wikipedia.org/wiki/Menelaus_(High_Priest),117.0,163.0,case8,Africa|Asia,Egypt,
,1530.0,,,,,,,,-99.0,,,,123.0,Menno,Menno,25.0,Divines and Metaphysicians &cc,France,98.0,male,1554.0,,https://en.wikipedia.org/wiki/Menno_Simons,https://en.wikipedia.org/wiki/Menno_Simons,-45.0,0.0,,Europe|Central America,Netherlands,NI
fl.,-1125.0,,,,,,,,86.0,,,,131.0,Mephres,Mephres,5.0,Statesmen and Warriors,0,126.0,male,1555.0,,https://en.wikipedia.org/wiki/Thutmose_I,https://en.wikipedia.org/wiki/Thutmose_I,-1148.0,-1102.0,"case3
",0,0,
,,,,,,,1594.0,d.,86.0,M,66.0,,83.0,Mercator,Mercator,15.0,Mathematicians &cc Physicians,France,68.0,male,1556.0,,https://en.wikipedia.org/wiki/Gerardus_Mercator,https://en.wikipedia.org/wiki/Gerardus_Mercator,1528.0,1594.0,case1,Europe,Belgium,
,,,,,,,450.0,d. ab.,86.0,F,,,102.0,Mercator Marius,M. Mercator,4.0,Divines and Metaphysicians &cc,Africa,98.0,male,1557.0,,https://en.wikipedia.org/wiki/Marius_Mercator,https://en.wikipedia.org/wiki/Marius_Mercator,405.0,450.0,case2,0,0,
fl.,476.0,,,,,,,,86.0,P,,,55.0,Merlin,Merlin,13.0,Artists Poets,0,42.0,male,1558.0,,https://en.wikipedia.org/wiki/Merlin,https://en.wikipedia.org/wiki/Merlin,453.0,499.0,"case3
",0,0,
,,,,,,,1493.0,d.,86.0,H,,,21.0,Merula G.,Merula,21.0,Historians and Antiquaries Lawyers,Italy,0.0,male,1559.0,,https://en.wikipedia.org/wiki/Georgius_Merula,https://en.wikipedia.org/wiki/Georgius_Merula,1448.0,1493.0,case2,Europe,Italy,
fl.,860.0,,,,,,,,86.0,M,,,95.0,Messabulach,Messabulach,27.0,Mathematicians &cc Physicians,Persia,68.0,male,1560.0,,https://en.wikipedia.org/wiki/Mashallah_ibn_Athari,https://en.wikipedia.org/wiki/Mashallah_ibn_Athari,837.0,883.0,"case3
",Asia,Iraq,
,,,,,,,-226.0,d. af.,86.0,Pa,,,64.0,Messala M. Valerius,V. Messala,22.0,Artists Poets,Italy,42.0,male,1561.0,,https://en.wikipedia.org/wiki/Marcus_Valerius_Messalla_(consul_226_BC),https://en.wikipedia.org/wiki/Marcus_Valerius_Messalla_(consul_226_BC),181.0,227.0,case8,0,0,
,,,,,,,48.0,d.,86.0,,,,150.0,Messalina,Messalina,24.0,Statesmen and Warriors,Italy,126.0,female,1562.0,6946.0,https://en.wikipedia.org/wiki/Messalina,https://en.wikipedia.org/wiki/Messalina,3.0,48.0,case2,Europe,Italy,
,,https://books.google.com/books?id=fhcDAAAAQAAJ&pg=PA185&lpg=PA185&dq=messue+physician&source=bl&ots=Y4Fgh8W0J-&sig=ACfU3U1VA_tAKMqhBDy6vgwYc3VA5DC4DA&hl=en&sa=X&ved=2ahUKEwi556ihwq_nAhXFqZ4KHeVUD4wQ6AEwA3oECAkQAQ#v=onepage&q=messue%20physician&f=false,9,Mesue the Elder,,,846.0,d.,86.0,Ph,,,72.0,Messue,Messue,4.0,Mathematicians &cc Physicians,Persia,68.0,unsure,1563.0,,0,0,801.0,846.0,case2,0,0,
,,,,,,,-100.0,d. af.,86.0,,,,149.0,Metellus Numidicus,Metellus Nu:,23.0,Statesmen and Warriors,Italy,126.0,male,1564.0,,https://en.wikipedia.org/wiki/Quintus_Caecilius_Metellus_Numidicus,https://en.wikipedia.org/wiki/Quintus_Caecilius_Metellus_Numidicus,55.0,101.0,case8,0,0,
